page_name,page_url,likes,link_url,whatsapp_number,duration_days,publisher_platforms,delivery_start,delivery_stop,ad_body,ad_image,score,reasons,flags,page_id,ad_id,collected_at
Ai-RasterReels,https://www.facebook.com/61588665040673/,695,https://w2a.vibeshort.live/commend/v6/15/fb02.html?shorttv_adid=338728&language=en&timestamp=1787078841071&utm_source=facebook&campaign_id={{campaign.id}}&campaign_name={{campaign.name}}&adset_id={{adset.id}}&ad_id={{ad.id}}&ad_name={{ad.name}},,6,"['FACEBOOK', 'INSTAGRAM']",2026-08-18T07:00:00,2026-08-24T07:00:00,"Cast out by her cruel ex-husband penniless, divorced Nora Bennett takes a live-in stepmother job for Luca Castellano, New York’s ruthless mafia don, to look after his lonely son Leo. What begins as a cold contract marriage gradually grows into genuine love. Nora heals, finds a real family, builds her own career, and rises from rock bottom to a life she once never dared to imagine.",,1,"website-landing-page, category:watch,hat, small-mid-695",non-ecom,1082372228293746,4173050452985537,2026-08-28T14:34:40.932583+00:00
Connor Allen Ward,https://www.facebook.com/61591273835657/,100,https://w2a.vibeshort.live/commend/v6/33/fb02.html?shorttv_adid=345645&language=en&timestamp=1787259288913&utm_source=facebook&campaign_id={{campaign.id}}&campaign_name={{campaign.name}}&adset_id={{adset.id}}&ad_id={{ad.id}}&ad_name={{ad.name}},,8,"['FACEBOOK', 'INSTAGRAM']",2026-08-20T07:00:00,2026-08-28T07:00:00,"Cast out by her cruel ex-husband penniless, divorced Nora Bennett takes a live-in stepmother job for Luca Castellano, New York’s ruthless mafia don, to look after his lonely son Leo. What begins as a cold contract marriage gradually grows into genuine love. Nora heals, finds a real family, builds her own career, and rises from rock bottom to a life she once never dared to imagine.",,1,"website-landing-page, category:watch,hat, small-mid-100",non-ecom,1113675518503773,1100941769555286,2026-08-28T14:34:41.027424+00:00
Short Drama Streaming-09,https://www.facebook.com/61557475898425/,5084,https://m.dramawavead.com/land?pixel_id=1400971300908882&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&content_id=6ZcWtSbQ6m&media_source=facebook,,6,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-16T07:00:00,2026-06-22T07:00:00,"Küresel tufanda herkesi kurtarmaya çalışırken saldan atılan güvenlik görevlisi Zhao, geçmişe döner. Hayat kurtardıkça gemisini geliştiren bir sistemle bu kez ihanetlerin bedelini ödetir.",,1,"website-landing-page, category:watch, small-mid-5084",non-ecom,245075562029610,966819526179322,2026-08-28T14:34:41.795224+00:00
Ochassecrets,https://www.facebook.com/100064190555497/,1150,https://api.whatsapp.com/send,2348139322511,5,"['FACEBOOK', 'INSTAGRAM']",2025-11-29T08:00:00,2025-12-04T08:00:00,"My people, if you’re tired of looking stressed or older than your age, gather here o.
See ehn… if you want that fresh, bright, ageless kind of fine, this supplement combo is your plug. It supports smoother, clearer, more glowing skin—so you no go dey look tired anyhow.
Looking younger is not by luck, it’s by care.
This combo helps your skin stay well-maintained, bright and confident… the type of glow that makes people ask, ‘Abeg what are you using?’
Who talk say you must show your real age? Abeg glow your glow—office, wedding, under Lagos sun, anywhere.
If you’ve been searching for something that truly supports your skin, this is your sign.
👉 Click here to order directly on WhatsApp: https://wa.me/2348139322511
You fit chat me ASAP, I dey available.”

#reel #reels #explore #supplementvendo",,1,"click-to-whatsapp, whatsapp-cta, wa:2348139322511, ng-cues:lagos,abuja,enugu, category:skincare,lace,hat, small-mid-1150","large-brand, non-ecom",390771058092582,878061244887029,2026-08-29T08:17:44.383671+00:00
عالم المسلسلات القصيرة,https://www.facebook.com/61586636850575/,46760,https://www.dramawavew2a.com/ads/0/1723/view?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_channel={{placement}}&u1=facebook&u2=25988600&u3=&pid=FBH5ADS&af_dp=BBPmuRYjhP,,5,"['FACEBOOK', 'INSTAGRAM']",2026-04-17T07:00:00,2026-04-22T07:00:00,"Plano ni Ye Qinghuan na magkaanak para mabawi ang kumpanya ng ina. Nakaisang fling kay Bo Wangchuan—hindi alam na siya pala ang pinakamayaman sa Yancheng! Nang magka-amnesia si Bo, nagkarelasyon sila.",,1,"website-landing-page, category:watch, small-mid-46760",non-ecom,900678739803648,3047696345437387,2026-08-28T14:34:44.618090+00:00
한편 쏙 드라마,https://www.facebook.com/61584652064675/,1797,https://www.dramawavew2a.com/ads/0/1723/view?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_channel={{placement}}&u1=facebook&u2=26045277&u3=&pid=FBH5ADS&af_dp=BBPmuRYjhP,,4,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-18T07:00:00,2026-04-22T07:00:00,"Plano ni Ye Qinghuan na magkaanak para mabawi ang kumpanya ng ina. Nakaisang fling kay Bo Wangchuan—hindi alam na siya pala ang pinakamayaman sa Yancheng! Nang magka-amnesia si Bo, nagkarelasyon sila.",,1,"website-landing-page, category:watch, small-mid-1797",non-ecom,969033712948888,1322886596560399,2026-08-28T14:34:44.657414+00:00
The Deal with Ed Clark,https://www.facebook.com/thedealwithedc/,228,http://thedealwithedclark.com/,,5,['FACEBOOK'],2020-10-11T07:00:00,2020-10-16T07:00:00,"Today is 10/10/20. Here is the latest episode of The Deal. We are going to discuss the plot to kidnap Michigan's Governor, Grethen Witmer, by a white nationalist cell. To help us put things in perspective, we have invited Alexandra Minna Stern of the University of Michigan and the author of the book Proud Boys and the White Ethnostate: How the Alt-Right is Warping the American Imagination. Our regular panelist, retired Professor Val Atkinson of NC Central University, and Dr. Nicole McFarlane from Fayetteville State University will be in and talk about the VP debate, Covid-19, at the White House, and a whole lot more. The episode should be posted around 2 pm but you can watch at anytime this and all past episodes, and read my columns. Please sign up on the website to get our updates. Thanks",,1,"website-landing-page, category:watch, small-mid-228",non-ecom,111271327200512,349298916316481,2026-08-28T14:34:46.345373+00:00
Watch Drama Series-10,https://www.facebook.com/61557210200362/,13882,https://m.dramawavead.com/land?pixel_id=1400971300908882&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&content_id=BBPmuRYjhP&media_source=facebook,,12,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-05T07:00:00,2026-06-17T07:00:00,"Plano ni Ye Qinghuan na magkaanak para mabawi ang kumpanya ng ina. Nakaisang fling kay Bo Wangchuan—hindi alam na siya pala ang pinakamayaman sa Yancheng! Nang magka-amnesia si Bo, nagkarelasyon sila.",,1,"website-landing-page, category:watch, small-mid-13882",non-ecom,211849015354139,2227294254774866,2026-08-28T14:34:47.947954+00:00
Saaren Taika International,https://www.facebook.com/saarentaikainternational/,264,https://www.saarentaikaskincare.com/products/redness-calming-24h-face-cream-for-rosacea-reactive-and-sensitive-skin-barrier-repair?utm_content=Facebook_UA&utm_source=facebook&variant=53904622584135,,9,"['FACEBOOK', 'INSTAGRAM']",2026-08-19T07:00:00,2026-08-28T07:00:00,"Discover Saaren Taika Nordic skincare for sensitive and demanding skin, powered by wild Bothnian Sea seaweed (bladderwrack), exclusive active ingredients and clinically proven efficacy.",https://scontent.flim2-6.fna.fbcdn.net/v/t39.35426-6/778958137_1054806227475452_8193883198438878016_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=MiuaRVB5cDMQ7kNvwGFFDfM&_nc_oc=Ado6GIbyWz5A3tRhq3M-mwpTurNK7x6kMbH03ZgTs5TMUXXLSmACbK_BTO0jVhvBtkE&_nc_zt=14&_nc_ht=scontent.flim2-6.fna&_nc_gid=ju2RcbHBOwp4hi_Fwpq0Vg&_nc_ss=79289&oh=00_AQFHBCGC53KYVBaNJ-Jtkt9CM4B54K9vuKlUTnehPwU0bQ&oe=6A9768E2,1,"website-landing-page, category:skincare,fragrance, small-mid-264",non-ecom,364147323452247,942691482205736,2026-08-28T14:34:52.245329+00:00
Popular Dramas & TV-08,https://www.facebook.com/61557410654279/,976,https://m.mydramawave.com/land/?pixel_id=1400971300908882&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&content_id=6ZcWtSbQ6m&media_source=facebook,,10,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-13T07:00:00,2026-06-23T07:00:00,"Küresel tufanda herkesi kurtarmaya çalışırken saldan atılan güvenlik görevlisi Zhao, geçmişe döner. Hayat kurtardıkça gemisini geliştiren bir sistemle bu kez ihanetlerin bedelini ödetir.",,1,"website-landing-page, category:watch, small-mid-976",non-ecom,290793097442434,4440084219593566,2026-08-28T14:34:54.249233+00:00
DramaWave Anime Official,https://www.facebook.com/61582961386289/,18060,https://m.dramawavead.com/land/?pixel_id=1400971300908882&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&content_id=BBPmuRYjhP&media_source=facebook,,5,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-19T07:00:00,2026-04-24T07:00:00,"Plano ni Ye Qinghuan na magkaanak para mabawi ang kumpanya ng ina. Nakaisang fling kay Bo Wangchuan—hindi alam na siya pala ang pinakamayaman sa Yancheng! Nang magka-amnesia si Bo, nagkarelasyon sila.",,1,"website-landing-page, category:watch, small-mid-18060",non-ecom,839382605926466,4406921672896290,2026-08-28T14:34:54.565189+00:00
逆転ショート劇場,https://www.facebook.com/61585606482321/,2565,https://www.dramawavew2a.com/ads/0/1723/view?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_channel={{placement}}&u1=facebook&u2=26059469&u3=&pid=FBH5ADS&af_dp=BBPmuRYjhP,,4,"['FACEBOOK', 'INSTAGRAM']",2026-04-18T07:00:00,2026-04-22T07:00:00,"Plano ni Ye Qinghuan na magkaanak para mabawi ang kumpanya ng ina. Nakaisang fling kay Bo Wangchuan—hindi alam na siya pala ang pinakamayaman sa Yancheng! Nang magka-amnesia si Bo, nagkarelasyon sila.",,1,"website-landing-page, category:watch, small-mid-2565",non-ecom,952063687989486,1639679824025316,2026-08-28T14:35:11.689308+00:00
FlickReels 7,https://www.facebook.com/61567065276685/,19174,https://pages.farsunpteltd.com/?channel_id=311277&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&campaign={{campaign.name}}&adgroup={{adset.name}}&ad_name={{ad.name}},,9,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2025-09-09T07:00:00,2025-09-18T07:00:00,💞💓❤️😍This drama is really top-notch.Like💞 Lucky😍 I have no acting skills in emotional scenes.,,1,"website-landing-page, category:watch, small-mid-19174",non-ecom,444058135458401,654739243898438,2026-08-28T14:35:12.072163+00:00
FlickReels-Mini,https://www.facebook.com/61587586225895/,669,https://pages.farsunpteltd.com/?channel_id=834293&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&campaign={{campaign.name}}&adgroup={{adset.name}}&ad_name={{ad.name}},,6,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2026-02-21T08:00:00,2026-02-27T08:00:00,"Broke college student 👩‍🎓 Ruan Tian gets a surprise marriage proposal!💍  Turns out her ""ordinary"" husband 🤔 is actually Xie Zhengfei, the CEO of a HUGE company! 🤯  Will their whirlwind romance survive misunderstandings and secrets?🤫  Find out in our new short drama! 🔥 Watch now! 👉 [Link to video] #UnexpectedRomance #HiddenIdentity #CEOinDisguise #MustWatch",,1,"website-landing-page, category:watch, small-mid-669",non-ecom,981167778414903,714963528247715,2026-08-28T14:35:14.982621+00:00
JoyReels-Drama-20,https://www.facebook.com/61583881503947/,414,https://page.joyreels.com/h5-book-share-custom9.html?lang=en&id=3921&brand=8&app=0&ppid=6851&pid=FBW2A&utm_source=FBW2A&utm_medium={{placement}}&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&adrt=1&pixel_id=717487904044869&ori_campaign_id=52541283770225&ori_adset_id=52541283778625&ori_ad_id=52541283786225,,4,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-07-25T07:00:00,2026-07-29T07:00:00,"""I, Zalia, decline the position of Gamma of Moon Stone Pack."""" After I find out that my friends, the future Alpha and Beta are hypocrites, that they never want me, a female, to be their Gamma, I reject the position immediately and leave the Pack. Soon, I find out my true bloodline and build my own Pack. Within a year, my Pack becomes the Strongest Pack ever. A year later, I make my stunning appearance at the Royal Pack Competition. My former friends, who have been stripped of their titles due to their poor leadership of the Pack, fall on their knees to me. """"Zalia, please come back. We are sorry to reject you as our Gamma."""" """"Too late."""" I sneer. """"Now I am the Alpha of the largest pack!"""" *** Trained to take over from her Father, Zalia is shocked when her best friends turn against her, b",,1,"website-landing-page, category:watch,hat, small-mid-414",non-ecom,909538352237573,934584663003264,2026-08-28T14:45:15.814755+00:00
Laju Iren Films,https://www.facebook.com/61587998037674/,6492,https://onobiren.com/,,8,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-25T07:00:00,2026-05-03T07:00:00,"Onobiren is coming to virtual cinema. That means you can watch from anywhere in the world from May 1-5th If you get your tickets now

TICKET SALES ARE NOW OPEN!
Get tickets now at Onobiren.com to see Onobiren from anywhere in the world!",,1,"website-landing-page, category:watch,hat, small-mid-6492",non-ecom,928944780310233,1684795276203105,2026-08-29T07:22:18.126432+00:00
Amy Amayo,https://www.facebook.com/61581732987825/,14,https://linktr.ee/amyamayo,,6,"['FACEBOOK', 'INSTAGRAM']",2026-01-11T08:00:00,2026-01-17T08:00:00,"Made for ADHD brain - flexible systems that finally work with your mind, not against it.",https://scontent-sjc6-1.xx.fbcdn.net/v/t39.35426-6/615059502_717176364576218_6233414870581383666_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=GAUiUM1ujXoQ7kNvwGbCjzx&_nc_oc=AdrgiEMEkINXXBPjRAv-JCe918TiMr8iHYSyBKZfWN2dqd-d8loueH4C97YupgLoiCo&_nc_zt=14&_nc_ht=scontent-sjc6-1.xx&_nc_gid=oAY2oxAcYgVoH7KF2lMB-A&_nc_ss=7b289&oh=00_AQIfahG-Rf0PHBlNbFYxkYZFukOl5Bao3BLKOSPDG3k5bw&oe=6A987B6E,1,"website-landing-page, category:hat, small-mid-14",non-ecom,862810236906835,1405485297588613,2026-08-29T08:05:52.966140+00:00
1Hood Media,https://www.facebook.com/1HoodMedia/,23683,https://blackpittsburgh.com/does-da-zappalas-criminal-justice-strategy-unfairly-punish-black-people/,,6,['FACEBOOK'],2023-11-02T07:00:00,2023-11-08T08:00:00,"An analysis of criminal court cases in Allegheny County under DA Stephen Zappala shows that Black people have been prosecuted by the DA’s office at 5.8 times the rate of white people and charged with felonies more frequently, even for minor offenses.",https://scontent-muc2-1.xx.fbcdn.net/v/t39.35426-6/399269101_1553877005378636_2078088331619293258_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=M1tOhjIDnKcQ7kNvwEV6xVR&_nc_oc=AdoDkxqF7784_V2mwJXWDGXPHilcOV3gNiDv0Ui_S4IsXRnbUDYXVAnVMwCGlRAi2_A&_nc_zt=14&_nc_ht=scontent-muc2-1.xx&_nc_gid=mcGM_HIpRoh_AlChXeuI4A&_nc_ss=7a289&oh=00_AQJVDb-qoSZvlveM6UqvoaNrH9l2JrMqKhjYe5rvnhnqzA&oe=6A987C34,1,"website-landing-page, category:hat, small-mid-23683",non-ecom,557255760971651,347742967777521,2026-08-29T08:11:01.378683+00:00
M•I•A Media Group LLC,https://www.facebook.com/miamediagrp/,21614,https://miamediagrp.com/lunch-with-legacy-leaders-earthquake-relief-in-haiti-future-stability-donate-by-visiting-these-links/,,8,['FACEBOOK'],2021-08-19T07:00:00,2021-08-27T07:00:00,"Watch Lunch With Legacy Leaders Hosted By Ann Marie Sorrell 

Join us as we discuss earthquake relief in Haiti, the general instability of the country, and what plans are for the country's future...

We're joined by Guy Francois, Former Minister, Haitian Living Abroad, Tamara B. Rodriguez, Principal and Chief Financial Officer, Fatima Group, Raygine M. Francois, Founder & Executive Director, Haiti STEM Alliance, and Gilbert Fevry, MBA Entrepreneur, and Real Estate Investor

Filmed Tune In Thursday, August 19th, @ 12 Noon!",,1,"website-landing-page, category:watch,hat, small-mid-21614",non-ecom,1828990267361918,370280684471963,2026-08-29T08:33:07.019195+00:00
Reelstv,https://www.facebook.com/61573688011889/,29842,https://pages.farsunpteltd.com/?channel_id=831999&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&campaign={{campaign.name}}&adgroup={{adset.name}}&ad_name={{ad.name}},,12,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-02-19T08:00:00,2026-03-03T08:00:00,"🥰Ruan Tian, a poor college student, is pressured by her mother into a sudden marriage with Xie Zhengfei, the president of Huawei Group who conceals his true identity.
🔥 After marriage, Ruan Tian thinks he's just an ordinary barbecue vendor, unaware that he has been secretly protecting her all along.
💔 They face misunderstandings and crises, but eventually, the truth comes out, and they choose to face the future together.
💖 Watch now to witness their incredible journey from confusion to love!
#FlashMarriage #Misunderstandings #TrueLove #CEO #MarriageCrisis #LoveStory #Fate",,1,"website-landing-page, category:watch,lash,hat, small-mid-29842",non-ecom,507595852446412,1968801167847852,2026-08-29T09:45:55.263523+00:00
Curry Tripp,https://www.facebook.com/61592401658493/,2,https://www.tvofdrama.com/videos/cu5z-343692346744958976,,4,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'WHATSAPP']",2026-08-06T07:00:00,2026-08-10T07:00:00,"She wasn't a spy. She wasn't an agent. She was just a college student who had lost her sister and refused to let the world forget.

Desperate for answers, she walked into the heart of a mafia empire. She earned the trust of its most feared leader by becoming his collared captive—a role she played to gather evidence and bring him down.

But the more time she spent with him, the more she realized the truth: he was not the monster the world believed in.

He was a man weighed down by secrets, haunted by betrayal, and guarding a heart that had been shattered.

With only three weeks before a deadly contract would seal their fates, she was forced to face an impossible truth: she had fallen for the man she was sent to destroy.

Now, with lies unraveling and enemies closing in, she must decide if s",,1,"website-landing-page, category:watch,cap,hat, small-mid-2",non-ecom,1256988030828438,2247992899387389,2026-08-29T09:45:57.667659+00:00
Noam Zluf,https://www.facebook.com/noamzzluf/,2167,https://mashirimhotam.com/96f7,,10,['FACEBOOK'],2026-08-19T07:00:00,2026-08-29T07:00:00,"""I fought in Gaza for eight months.
Then I came home to Tel Aviv
and put my son's diapers
back on the shelf.

Before the war I had two vans
with my own name printed on the side.
Sixteen years of customers.

It didn't end the way you would think.

There was no bad month.
No final phone call.

People stopped calling me
because I had stopped answering.

You cannot answer a customer
from inside Gaza.

I came home to a bank account
that had been drowning quietly
the whole time I was away.

Maya kept it from me for two months.

She said I had enough to carry.

Then came the Tuesday.

She wrote the list
on the back of an envelope.

Chicken.
Rice.
Milk.
Diapers for the baby.
Something for Shabbat.

Five things.

I walked the aisles doing math in my head,
and somewhere near the dairy fridge
I under",https://scontent-ord5-2.xx.fbcdn.net/v/t39.35426-6/778755808_2154660112151822_7340601697285310361_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=NINVM5gBVjgQ7kNvwFWHtZD&_nc_oc=AdqBqdDVga6ZPDmeHIXUBHiMt55I-5D0T6TGeDUvJv1JQEkfuub6zYYnlfPALBIyr3G7-YZuqLuLrJhvKt7tnHv4&_nc_zt=14&_nc_ht=scontent-ord5-2.xx&_nc_gid=Dj9J7_Iqsh5VxeUfZypcNg&_nc_ss=7b289&oh=00_AQJXX3qIVW8ovGXI38PnltwPEMSs9ub2v7gOVxTvQh8TxA&oe=6A987F91,1,"website-landing-page, category:phone,watch,bag, small-mid-2167",non-ecom,109992682018930,1028764773289482,2026-08-29T09:53:55.457230+00:00
Beereel Tv-M270,https://www.facebook.com/100093190624974/,159,https://w2a.quickeltv.com/?short_play_id=4575&id=1006&type=fb&pixel_id=819573570310115&adj_campaign={{campaign.name}}%20({{campaign.id}})&adj_adgroup={{adset.name}}%20({{adset.id}})&adj_creative={{ad.name}}%20({{ad.id}},,9,"['FACEBOOK', 'INSTAGRAM']",2026-08-19T07:00:00,2026-08-28T07:00:00,"🔥 He walked out of Black Reef Prison with one mission: protect the family that once saved him.

Fifteen years ago, Logan Cross lost his entire family. 💔
Now he’s back in Harbor City—and he’s no longer the man they knew. ⚔️🔥

The Blue Snake Gang? Destroyed. 🐍💥
The Blood Wolf Gang? Forced to kneel. 🐺👑
Anyone who threatens his seven sisters? They’re next. 😈

But every battle uncovers another piece of the truth…

The Cross family massacre was never an accident. 🩸
And Logan may not be the only survivor. 👀

Now, the mysterious Black Crow Trust has finally appeared.
And Logan is coming for them. 🔥⚔️

#Revenge #ActionDrama #HiddenIdentity #Family #PowerfulHero #ShortDrama #MustWatch",,1,"website-landing-page, category:watch,hat, small-mid-159",non-ecom,100868059698772,2966484057020351,2026-08-29T09:54:02.500102+00:00
Clap to find phone,https://www.facebook.com/100081731846367/,2834,http://play.google.com/store/apps/details?id=com.klt.shortfilms.trendingshorts,,8,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-05-28T07:00:00,2026-06-05T07:00:00,Ang pinakabagong kinahuhumalingan ng lahat! Maikling kwento pero punong-puno ng aksyon at drama. Panoorin ang unang mga episodes nang walang bayad!,,1,"website-landing-page, category:phone,bag,hat, small-mid-2834",non-ecom,100829632661145,1468504388359473,2026-08-29T09:56:36.849567+00:00
Russell Hale,https://www.facebook.com/61577635662079/,25,http://play.google.com/store/apps/details?id=com.dramarush.bingeshort,,5,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-01-15T08:00:00,2026-01-20T08:00:00,"🔥📲 Watch dramas & earn money!
Yes—your favorite binge-worthy short dramas can actually fill your wallet!💰✨
3-minute addictive episodes: revenge💥, romance❤️, angst🌪, rich-family drama💎… the more you watch, the more hooked you become!
And the best part—watch more, earn faster! Real-time income boost📈, instant cash-out💸
New-user bonuses🎁, daily rewards💎, missions for extra cash🔥
You watch dramas, the app pays you! Every episode becomes real money💰🔥
Download now—more drama, more cash!📲💸🔥",,1,"website-landing-page, category:watch, small-mid-25",non-ecom,690549840809035,1759863664709631,2026-08-29T09:56:38.770473+00:00
Visionary Sin,https://www.facebook.com/61592268007161/,1,https://drama.reelshort.com/es/drama/6a7e7715b3c61e29b300de48?mediaType=fb&pixel=511862058617494&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}}&cms_atid={{cms.atid}},,4,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-08-23T07:00:00,2026-08-27T07:00:00,"Anna, una joven humilde y resiliente recién graduada en diseño de joyas, asume las deudas del tratamiento médico de su madre. Un día, en un puesto de hot dogs, ayuda a Walter, un multimillonario que finge ser un viejo indigente. Decidido a obligar a su nieto Warren, un adicto al trabajo, a casarse, Walter organiza una boda exprés entre él y Anna. Anna cree que se casa con un hombre sin dinero, estatus ni futuro, mientras que Warren asume que ella es una cazafortunas motivada por la codicia. Ambos entran al matrimonio con motivos ocultos, sin saber que Warren es el CEO secreto de la firma de diseño donde Anna tiene una entrevista de trabajo. Entre malentendidos, marcadas diferencias de clase y acoso laboral, Anna descubre poco a poco la verdadera identidad de su esposo. Al final, se gana el",,1,"website-landing-page, category:watch, small-mid-1",non-ecom,1136080072932556,1054076997212981,2026-08-29T09:56:39.382306+00:00
Brian Allen Stewart,https://www.facebook.com/61590644108383/,13,https://drama.b25reel.com/es/drama/6a7e7715b3c61e29b300de48?mediaType=fb&pixel=511862058617494&campaign_id={{campaign.id}}&adset_id={{adset.id}}&ad_id={{ad.id}},,4,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-08-25T07:00:00,2026-08-29T07:00:00,"Anna, una joven humilde y resiliente recién graduada en diseño de joyas, asume las deudas del tratamiento médico de su madre. Un día, en un puesto de hot dogs, ayuda a Walter, un multimillonario que finge ser un viejo indigente. Decidido a obligar a su nieto Warren, un adicto al trabajo, a casarse, Walter organiza una boda exprés entre él y Anna. Anna cree que se casa con un hombre sin dinero, estatus ni futuro, mientras que Warren asume que ella es una cazafortunas motivada por la codicia. Ambos entran al matrimonio con motivos ocultos, sin saber que Warren es el CEO secreto de la firma de diseño donde Anna tiene una entrevista de trabajo. Entre malentendidos, marcadas diferencias de clase y acoso laboral, Anna descubre poco a poco la verdadera identidad de su esposo. Al final, se gana el",,1,"website-landing-page, category:watch, small-mid-13",non-ecom,1235165583007283,1634224461727717,2026-08-29T09:56:42.699015+00:00
Urban Story Studio,https://www.facebook.com/61586000660356/,14229,https://www.dramawavew2a.com/ads/0/1723/view?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_channel={{placement}}&u1=facebook&u2=21797000&u3=&pid=FBH5ADS&af_dp=lR12FanSv9,,6,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-03-03T08:00:00,2026-03-10T07:00:00,"Sinaksak ni Xu Qinqin si Xu Xiaoxiao. Muling ipinanganak sa araw ng pag-ampon. Kinuha ni Qinqin ang ginto, binigyan ng tinapay si Xiaoxiao. Pagkaraan ng taon sa gala, inapi ni Qinqin si Xiaoxiao hanggang ibunyag ng pendant ang totoong mayamang lahi.",,1,"website-landing-page, category:watch, small-mid-14229",non-ecom,913258981876004,1465289464960849,2026-08-29T09:56:49.796349+00:00
今日のショートドラマ,https://www.facebook.com/61584175127702/,1144,https://www.dramawavew2a.com/ads/0/1723/view?c={{campaign.name}}&af_adset={{adset.name}}&af_ad={{ad.name}}&af_c_id={{campaign.id}}&af_adset_id={{adset.id}}&af_ad_id={{ad.id}}&af_channel={{placement}}&u1=facebook&u2=21953660&u3=&pid=FBH5ADS&af_dp=lR12FanSv9,,4,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-03-04T08:00:00,2026-03-08T08:00:00,"Sinaksak ni Xu Qinqin si Xu Xiaoxiao. Muling ipinanganak sa araw ng pag-ampon. Kinuha ni Qinqin ang ginto, binigyan ng tinapay si Xiaoxiao. Pagkaraan ng taon sa gala, inapi ni Qinqin si Xiaoxiao hanggang ibunyag ng pendant ang totoong mayamang lahi.",,1,"website-landing-page, category:watch, small-mid-1144",non-ecom,880691105133887,1810846152931907,2026-08-29T09:56:52.096527+00:00
